age,job,marital,education,default,housing,loan,contact,day_of_week,campaign,pdays,poutcome,cons_price_idx,cons_conf_idx,prime_rate,y
19,student,single,unknown,no,yes,yes,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,yes
46,entrepreneur,married,basic.4y,unknown,yes,no,cellular,mon,3,999,nonexistent,93.075,-47.1,1.405,no
60,retired,married,basic.6y,no,yes,yes,telephone,mon,5,999,nonexistent,93.075,-47.1,1.405,no
32,technician,married,professional.course,no,no,no,cellular,mon,2,999,failure,93.075,-47.1,1.405,no
38,blue-collar,married,basic.4y,no,no,yes,cellular,mon,3,999,nonexistent,93.075,-47.1,1.405,no
45,services,married,high.school,unknown,yes,no,cellular,mon,2,999,failure,93.075,-47.1,1.405,no
19,student,single,unknown,no,yes,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,yes
31,management,married,university.degree,unknown,no,no,cellular,mon,3,999,nonexistent,93.075,-47.1,1.405,no
28,entrepreneur,married,university.degree,unknown,no,no,cellular,mon,2,999,nonexistent,93.075,-47.1,1.405,no
43,services,married,high.school,no,no,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
25,self-employed,divorced,university.degree,no,yes,no,telephone,mon,2,999,nonexistent,93.075,-47.1,1.405,no
40,technician,single,professional.course,no,yes,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
51,blue-collar,married,basic.9y,unknown,no,no,cellular,mon,5,999,nonexistent,93.075,-47.1,1.405,no
68,retired,married,high.school,no,no,yes,cellular,mon,2,999,nonexistent,93.075,-47.1,1.405,no
49,entrepreneur,married,basic.4y,no,no,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
42,blue-collar,married,high.school,no,yes,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
47,blue-collar,married,basic.4y,no,yes,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
40,blue-collar,married,basic.6y,unknown,yes,no,cellular,mon,1,999,failure,93.075,-47.1,1.405,no
35,technician,married,university.degree,no,no,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
48,services,single,high.school,no,yes,no,cellular,mon,3,999,nonexistent,93.075,-47.1,1.405,yes
47,blue-collar,married,basic.9y,no,yes,yes,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
32,technician,divorced,basic.9y,no,no,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
30,student,single,university.degree,no,yes,yes,telephone,mon,1,999,nonexistent,93.075,-47.1,1.405,no
45,services,married,high.school,unknown,yes,no,cellular,mon,1,999,failure,93.075,-47.1,1.405,no
32,services,married,high.school,no,yes,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
36,admin.,married,university.degree,no,yes,no,cellular,mon,2,999,nonexistent,93.075,-47.1,1.405,no
49,management,married,university.degree,no,no,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
36,management,single,high.school,no,no,no,cellular,mon,2,999,nonexistent,93.075,-47.1,1.405,no
37,blue-collar,divorced,basic.9y,no,yes,yes,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
46,entrepreneur,single,university.degree,no,yes,yes,cellular,mon,12,999,failure,93.075,-47.1,1.405,no
48,services,married,high.school,no,no,no,cellular,mon,3,999,nonexistent,93.075,-47.1,1.405,yes
45,blue-collar,married,basic.4y,no,yes,no,telephone,mon,1,999,nonexistent,93.075,-47.1,1.405,no
36,blue-collar,divorced,basic.6y,no,yes,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
42,admin.,divorced,high.school,no,no,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
52,retired,married,high.school,no,yes,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
40,blue-collar,married,basic.6y,no,yes,no,cellular,mon,3,999,nonexistent,93.075,-47.1,1.405,no
33,blue-collar,single,basic.4y,no,no,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
36,unemployed,single,professional.course,unknown,yes,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
24,technician,single,high.school,no,yes,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
32,management,single,university.degree,no,yes,no,cellular,mon,3,999,nonexistent,93.075,-47.1,1.405,no
36,blue-collar,single,professional.course,unknown,yes,yes,telephone,mon,3,999,failure,93.075,-47.1,1.405,no
34,services,single,basic.6y,no,yes,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
38,technician,married,professional.course,no,yes,no,cellular,mon,3,999,nonexistent,93.075,-47.1,1.405,no
37,blue-collar,married,basic.9y,no,yes,no,cellular,mon,3,999,nonexistent,93.075,-47.1,1.405,no
42,admin.,married,basic.9y,no,no,no,telephone,mon,3,999,failure,93.075,-47.1,1.405,no
30,admin.,married,high.school,no,no,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
56,blue-collar,married,basic.6y,no,yes,yes,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
39,blue-collar,married,basic.4y,no,yes,no,cellular,mon,4,999,nonexistent,93.075,-47.1,1.405,no
40,blue-collar,married,basic.6y,no,no,no,cellular,mon,5,999,nonexistent,93.075,-47.1,1.405,no
25,self-employed,divorced,university.degree,no,yes,no,cellular,mon,5,999,nonexistent,93.075,-47.1,1.405,yes
59,self-employed,married,professional.course,no,yes,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,yes
29,technician,single,university.degree,no,no,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
35,blue-collar,married,basic.9y,no,no,no,cellular,mon,1,999,failure,93.075,-47.1,1.405,no
39,entrepreneur,married,university.degree,unknown,yes,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
53,blue-collar,married,high.school,unknown,yes,yes,cellular,mon,4,999,nonexistent,93.075,-47.1,1.405,no
38,technician,single,professional.course,no,no,no,cellular,mon,6,999,nonexistent,93.075,-47.1,1.405,no
46,entrepreneur,single,university.degree,no,no,no,cellular,mon,3,999,failure,93.075,-47.1,1.405,no
47,technician,married,high.school,unknown,no,no,cellular,mon,2,999,failure,93.075,-47.1,1.405,no
29,services,single,high.school,no,no,no,cellular,mon,2,999,failure,93.075,-47.1,1.405,no
53,blue-collar,married,high.school,unknown,no,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
59,self-employed,married,professional.course,no,unknown,unknown,cellular,mon,3,999,nonexistent,93.075,-47.1,1.405,no
35,admin.,divorced,high.school,no,unknown,unknown,cellular,mon,1,999,failure,93.075,-47.1,1.405,no
41,blue-collar,married,high.school,no,no,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
40,blue-collar,married,basic.4y,no,no,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,yes
42,blue-collar,single,unknown,unknown,no,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
35,blue-collar,married,high.school,unknown,no,no,cellular,mon,3,999,failure,93.075,-47.1,1.405,no
38,admin.,married,high.school,unknown,no,no,telephone,mon,4,999,nonexistent,93.075,-47.1,1.405,no
26,admin.,married,high.school,no,yes,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
42,services,married,high.school,no,yes,yes,cellular,mon,5,999,nonexistent,93.075,-47.1,1.405,no
35,technician,married,university.degree,no,yes,no,cellular,mon,3,999,failure,93.075,-47.1,1.405,no
44,blue-collar,married,basic.9y,unknown,yes,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
31,blue-collar,married,basic.9y,no,yes,no,cellular,mon,6,999,nonexistent,93.075,-47.1,1.405,no
34,blue-collar,married,basic.9y,no,no,yes,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
31,blue-collar,single,basic.9y,no,yes,yes,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
43,technician,divorced,professional.course,unknown,no,no,cellular,mon,2,999,failure,93.075,-47.1,1.405,no
43,services,married,high.school,no,no,no,cellular,mon,3,999,nonexistent,93.075,-47.1,1.405,no
51,blue-collar,married,basic.9y,unknown,yes,no,cellular,mon,2,999,nonexistent,93.075,-47.1,1.405,no
39,admin.,single,high.school,no,no,no,cellular,mon,2,999,nonexistent,93.075,-47.1,1.405,no
31,blue-collar,single,basic.9y,no,no,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
41,admin.,single,university.degree,no,yes,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
29,admin.,married,university.degree,no,yes,yes,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
31,admin.,single,university.degree,no,yes,no,cellular,mon,3,999,nonexistent,93.075,-47.1,1.405,no
44,blue-collar,married,basic.6y,no,no,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
29,self-employed,single,university.degree,no,yes,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
30,student,single,high.school,no,yes,no,cellular,mon,6,999,failure,93.075,-47.1,1.405,no
46,entrepreneur,married,unknown,no,yes,no,cellular,mon,3,999,nonexistent,93.075,-47.1,1.405,no
37,blue-collar,single,professional.course,no,yes,no,cellular,mon,1,999,failure,93.075,-47.1,1.405,no
53,admin.,married,professional.course,no,yes,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
48,services,divorced,high.school,no,yes,yes,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
34,technician,married,professional.course,no,yes,no,cellular,mon,3,999,nonexistent,93.075,-47.1,1.405,no
48,services,divorced,high.school,no,yes,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
38,admin.,single,university.degree,no,yes,no,cellular,mon,1,999,failure,93.075,-47.1,1.405,no
38,admin.,single,university.degree,no,yes,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
44,blue-collar,married,basic.6y,no,yes,yes,cellular,mon,6,999,nonexistent,93.075,-47.1,1.405,no
34,admin.,single,university.degree,no,yes,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
73,retired,married,basic.4y,no,yes,no,cellular,mon,1,6,success,93.075,-47.1,1.405,no
54,technician,married,high.school,no,yes,no,cellular,mon,5,999,nonexistent,93.075,-47.1,1.405,no
31,technician,single,professional.course,no,yes,no,cellular,mon,6,999,nonexistent,93.075,-47.1,1.405,no
46,blue-collar,married,basic.9y,unknown,no,no,cellular,mon,2,999,nonexistent,93.075,-47.1,1.405,no
31,blue-collar,single,basic.9y,no,no,no,cellular,mon,5,999,nonexistent,93.075,-47.1,1.405,no
56,retired,divorced,university.degree,no,yes,no,cellular,mon,5,9,success,93.075,-47.1,1.405,no
46,blue-collar,married,basic.9y,unknown,yes,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
40,blue-collar,married,basic.6y,unknown,yes,no,telephone,mon,1,999,nonexistent,93.075,-47.1,1.405,no
37,management,married,university.degree,no,yes,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
54,technician,married,professional.course,unknown,yes,no,cellular,mon,2,999,nonexistent,93.075,-47.1,1.405,no
37,management,married,university.degree,no,no,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
29,technician,single,university.degree,no,yes,no,cellular,mon,2,999,nonexistent,93.075,-47.1,1.405,no
43,admin.,single,university.degree,no,yes,no,cellular,mon,4,11,success,93.075,-47.1,1.405,yes
53,services,married,high.school,no,yes,no,cellular,mon,4,999,nonexistent,93.075,-47.1,1.405,no
35,technician,single,university.degree,unknown,no,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
37,management,married,university.degree,no,no,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
33,technician,married,high.school,no,yes,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
42,services,married,university.degree,no,yes,no,cellular,mon,6,999,nonexistent,93.075,-47.1,1.405,no
41,services,married,high.school,no,no,no,cellular,mon,2,999,failure,93.075,-47.1,1.405,no
36,services,single,high.school,no,yes,no,cellular,mon,2,999,failure,93.075,-47.1,1.405,no
40,technician,married,professional.course,no,yes,yes,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
40,management,married,university.degree,unknown,no,no,cellular,mon,7,999,nonexistent,93.075,-47.1,1.405,no
34,admin.,married,basic.9y,no,yes,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
35,admin.,single,basic.9y,no,yes,no,cellular,mon,1,999,failure,93.075,-47.1,1.405,no
26,admin.,single,high.school,no,yes,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,yes
41,blue-collar,divorced,high.school,unknown,yes,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
29,technician,single,university.degree,no,no,yes,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
34,blue-collar,married,basic.9y,unknown,no,yes,cellular,mon,5,999,failure,93.075,-47.1,1.405,no
38,technician,married,professional.course,no,no,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
37,blue-collar,married,high.school,no,yes,no,cellular,mon,5,999,nonexistent,93.075,-47.1,1.405,no
54,technician,married,professional.course,unknown,yes,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
57,entrepreneur,single,university.degree,no,no,yes,cellular,mon,4,999,nonexistent,93.075,-47.1,1.405,no
37,management,married,university.degree,no,yes,no,cellular,mon,5,999,nonexistent,93.075,-47.1,1.405,no
39,technician,single,professional.course,no,no,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
42,services,married,university.degree,no,yes,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
26,admin.,single,high.school,no,no,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,yes
57,management,divorced,university.degree,unknown,no,no,cellular,mon,2,999,nonexistent,93.075,-47.1,1.405,no
36,admin.,married,high.school,no,no,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
50,blue-collar,married,basic.9y,no,no,no,cellular,mon,3,999,nonexistent,93.075,-47.1,1.405,no
42,management,single,university.degree,unknown,no,yes,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
36,technician,married,high.school,no,yes,yes,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
50,services,married,high.school,no,yes,no,cellular,mon,6,999,nonexistent,93.075,-47.1,1.405,no
41,admin.,married,high.school,no,yes,yes,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
52,admin.,divorced,basic.9y,no,yes,yes,cellular,mon,5,999,failure,93.075,-47.1,1.405,no
26,admin.,single,high.school,no,no,no,cellular,mon,3,999,nonexistent,93.075,-47.1,1.405,no
40,blue-collar,married,basic.6y,no,no,no,cellular,mon,2,999,nonexistent,93.075,-47.1,1.405,no
46,entrepreneur,married,unknown,no,yes,yes,cellular,mon,2,999,nonexistent,93.075,-47.1,1.405,no
32,student,single,university.degree,no,yes,no,cellular,mon,4,999,nonexistent,93.075,-47.1,1.405,yes
59,self-employed,married,professional.course,no,yes,no,cellular,mon,5,999,nonexistent,93.075,-47.1,1.405,no
40,services,married,high.school,no,yes,no,cellular,mon,1,999,failure,93.075,-47.1,1.405,no
36,technician,married,high.school,no,no,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
38,blue-collar,divorced,basic.6y,no,yes,yes,cellular,mon,1,999,failure,93.075,-47.1,1.405,no
35,blue-collar,married,high.school,unknown,yes,no,cellular,mon,5,999,nonexistent,93.075,-47.1,1.405,no
36,technician,married,high.school,no,no,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
32,admin.,married,high.school,no,yes,yes,telephone,mon,1,999,failure,93.075,-47.1,1.405,no
33,services,married,high.school,no,yes,yes,cellular,mon,5,999,nonexistent,93.075,-47.1,1.405,no
40,admin.,divorced,university.degree,no,yes,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
36,management,married,university.degree,no,yes,yes,cellular,mon,1,999,failure,93.075,-47.1,1.405,no
41,admin.,married,high.school,no,yes,yes,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
45,services,divorced,basic.9y,no,no,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
33,blue-collar,married,high.school,no,no,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
41,blue-collar,single,basic.4y,no,yes,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
36,management,married,university.degree,no,no,no,cellular,mon,1,999,failure,93.075,-47.1,1.405,no
34,management,married,university.degree,no,yes,yes,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,yes
42,services,married,high.school,no,yes,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
42,services,married,high.school,no,yes,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
34,blue-collar,single,basic.9y,unknown,yes,no,cellular,mon,2,999,failure,93.075,-47.1,1.405,no
68,retired,married,high.school,no,yes,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,yes
40,technician,single,professional.course,no,yes,no,cellular,mon,1,999,failure,93.075,-47.1,1.405,no
35,technician,single,university.degree,no,yes,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
40,technician,single,professional.course,no,yes,yes,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
42,blue-collar,married,basic.4y,no,yes,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
43,management,married,university.degree,no,yes,yes,cellular,mon,5,999,nonexistent,93.075,-47.1,1.405,no
33,blue-collar,married,basic.9y,unknown,yes,no,cellular,mon,1,999,failure,93.075,-47.1,1.405,no
30,technician,divorced,university.degree,no,no,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
38,management,divorced,university.degree,no,no,yes,cellular,mon,1,999,failure,93.075,-47.1,1.405,no
40,retired,single,high.school,no,yes,no,cellular,mon,4,999,nonexistent,93.075,-47.1,1.405,no
37,services,divorced,high.school,unknown,yes,yes,cellular,mon,1,999,failure,93.075,-47.1,1.405,no
35,blue-collar,married,high.school,unknown,no,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
36,management,single,high.school,no,yes,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
35,services,married,high.school,unknown,yes,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
47,management,married,university.degree,no,no,no,cellular,mon,3,999,nonexistent,93.075,-47.1,1.405,no
30,blue-collar,married,basic.4y,no,no,no,cellular,mon,5,999,nonexistent,93.075,-47.1,1.405,no
58,services,married,basic.6y,no,yes,no,cellular,mon,3,999,nonexistent,93.075,-47.1,1.405,no
45,technician,single,professional.course,no,unknown,unknown,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
35,admin.,single,university.degree,no,unknown,unknown,cellular,mon,2,999,failure,93.075,-47.1,1.405,no
49,unemployed,married,basic.6y,unknown,no,no,cellular,mon,5,999,failure,93.075,-47.1,1.405,no
38,management,divorced,university.degree,no,no,no,cellular,mon,1,999,failure,93.075,-47.1,1.405,no
57,entrepreneur,single,university.degree,no,yes,yes,cellular,mon,1,999,failure,93.075,-47.1,1.405,no
26,admin.,single,high.school,no,no,no,telephone,mon,2,999,nonexistent,93.075,-47.1,1.405,yes
35,services,single,professional.course,unknown,no,no,cellular,mon,3,999,nonexistent,93.075,-47.1,1.405,no
31,management,single,university.degree,no,yes,no,cellular,mon,1,999,failure,93.075,-47.1,1.405,no
46,admin.,married,high.school,unknown,no,no,cellular,mon,5,999,failure,93.075,-47.1,1.405,no
34,admin.,divorced,university.degree,no,no,yes,cellular,mon,1,999,failure,93.075,-47.1,1.405,no
34,technician,married,basic.9y,no,no,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
30,blue-collar,married,basic.4y,no,no,no,cellular,mon,4,999,failure,93.075,-47.1,1.405,no
44,blue-collar,married,basic.4y,no,no,no,cellular,mon,3,999,failure,93.075,-47.1,1.405,no
57,entrepreneur,single,university.degree,no,yes,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,yes
43,services,single,university.degree,no,yes,no,cellular,mon,4,999,nonexistent,93.075,-47.1,1.405,no
29,blue-collar,married,basic.6y,no,no,no,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405,no
